tweetId	authorId	coordinates	date	text
1117955176906788864	200460772	null	2019-04-16 02:57:39	|￣￣￣￣￣￣￣￣￣￣￣|             NO IMPORTA         SI ERES GORDITO,   FLAQUITO, CHAPARRITO, MUSCULOSO, ETC. TODOS      VALEMOS LO MISMO  |＿＿＿＿＿＿＿＿＿＿＿|                \ (•◡•) /                  \      /                      I                    |   |
1117955187803607040	434269896	null	2019-04-16 02:57:42	El destino no lo sé pero el seguro
1117955286306832385	200460772	null	2019-04-16 02:58:05	@MachosSalvajes Me estás dando la vida!!! 🥰🥰🥰
1117955461167423489	209294621	null	2019-04-16 02:58:47	@SpainPimpinela @PimpinelaNet BELLEZÓN Lucía 😍 El vestido es una maravilla y la percha más😉 GUAPÍSIMAAA
1117955580637921280	600864333	null	2019-04-16 02:59:15	@Annamariapav Yo te la explico
1117955637583974406	314730826	null	2019-04-16 02:59:29	@SleepingNate Dios puto pesados, de verdad
1117955671209603073	1616501376	null	2019-04-16 02:59:37	@MarisolCanoCano @inmaCH1 Gracias a ti por tus explicaciones y ojalá tengáis mucha suerte.  Un beso
1117948278665093122	3979630335	null	2019-04-16 02:30:14	Agosto ven ya que me tengo que ir de vacaciones en buens compañía ❤
1117948307219910656	2366889188	null	2019-04-16 02:30:21	@rafadelolmog @ignacioaguado Ninguna!!! Así funcionan @CiudadanosCs
1117948326853345280	314730826	null	2019-04-16 02:30:26	@PitBurton No sé qué decir, la verdad :(
1117948339310534658	1005396714143010816	null	2019-04-16 02:30:29	Alianza Lima tu Papá 💙🔵⚪🔵
1117948404842287104	983647496453935104	null	2019-04-16 02:30:44	Es lamentable los comentarios que se llegan a hacer cuando hay una chica en cualquier server xd, vaya chimpancés
1117948725693964289	193902436	[-3.71404488, 40.41580584]	2019-04-16 02:32:01	#Museo #CatedralDeAlmudena #Madrid #PlazaDeLaArmería #España #Spain #Spagna #descubre #instagood #instapic #atardecer #instaday #instalove #instalike #cielo #sky en Museo Catedral de la… https://t.co/ysNxJvqsTb
1117948789988503553	245618995	null	2019-04-16 02:32:16	Creo que me voy a volver loco no estoy jodiendo.
1117948862390521857	381059514	null	2019-04-16 02:32:33	Es domingo ya?
1117952783028826112	72172825	null	2019-04-16 02:48:08	Spoiler alert *El Jorobado de Notredame* https://t.co/9EwL12ROQf
1117952824460095488	134489453	null	2019-04-16 02:48:18	blandón me da tanta pere omg
1117953019155501057	361275141	null	2019-04-16 02:49:04	Nada como lanzarle varios baldes gigantes de agua a un edificio de piedra en llamas, con todas sus obras de arte dentro, su estatuaria, sus vidrieras, sus reliquias. Un buen tanganazo de agua. ¿No?
1117953148159655937	257988500	null	2019-04-16 02:49:35	@AntonBrownym ya tenemos MANDANGA de la buena en la cocina. Y con la suerte que tenemos, seguro que anuncian OTRA el día después de cerrar el número de junio.
1117953339117977602	257988500	null	2019-04-16 02:50:21	@kamencesc de qué color les pusieron? MALVA?
1117953407300591616	612698606	null	2019-04-16 02:50:37	"Y yo pensando ""seguro que en esta semana acabo el AC Odyssey así rapidito"" si, claro. Llevo ya unas 20 horas de juego y aún no he desbloqueado ni las mejoras para la lanza de Leonidas. en serio."
1117953739678261253	417311037	null	2019-04-16 02:51:56	El mundo te llora Notre Dame
1117953974005420032	769312953476710400	null	2019-04-16 02:52:52	@_LAprendiz_ Vivamos pues 😘🙋‍♀️
1117954026941947905	742681287123730432	null	2019-04-16 02:53:05	"IMPRESIONANTE es poco... Lucía, guapísima y elegantísima para la foto de ""Genios de la Argentina"" @PimpinelaNet https://t.co/aMDq4kejwL"
1117954297323560961	417311037	null	2019-04-16 02:54:09	Llorando estoy ... Mi catedral prefererída esa que tanto dibuje y estudie ....
1117954381792579586	901937041	null	2019-04-16 02:54:29	En algo menos de 8h.. la salida de @DoloresdelCerro
1117954767404392450	1213200355	null	2019-04-16 02:56:01	Qué dolor de cabeza, demasiada presión ya.
1117954925319917574	1213200355	null	2019-04-16 02:56:39	Cuando me levante todo habrá desaparecido y el día de ayer, nunca existió. 👋🏻👋🏻
1117955083801645056	245618995	null	2019-04-16 02:57:17	Estamos a 11grados y yo tengo calor ??
1117955117796532225	209294621	null	2019-04-16 02:57:25	@SpainPimpinela @PimpinelaNet BELLEZÓN Lucía 😍 El vestido, una maravilla y la percha, más😉 GUAPÍSIMA
1117955176906788864	200460772	null	2019-04-16 02:57:39	|￣￣￣￣￣￣￣￣￣￣￣|             NO IMPORTA         SI ERES GORDITO,   FLAQUITO, CHAPARRITO, MUSCULOSO, ETC. TODOS      VALEMOS LO MISMO  |＿＿＿＿＿＿＿＿＿＿＿|                \ (•◡•) /                  \      /                      I                    |   |
1117955187803607040	434269896	null	2019-04-16 02:57:42	El destino no lo sé pero el seguro
1117955286306832385	200460772	null	2019-04-16 02:58:05	@MachosSalvajes Me estás dando la vida!!! 🥰🥰🥰
1117955461167423489	209294621	null	2019-04-16 02:58:47	@SpainPimpinela @PimpinelaNet BELLEZÓN Lucía 😍 El vestido es una maravilla y la percha más😉 GUAPÍSIMAAA
1117955580637921280	600864333	null	2019-04-16 02:59:15	@Annamariapav Yo te la explico
1117955637583974406	314730826	null	2019-04-16 02:59:29	@SleepingNate Dios puto pesados, de verdad
1117955671209603073	1616501376	null	2019-04-16 02:59:37	@MarisolCanoCano @inmaCH1 Gracias a ti por tus explicaciones y ojalá tengáis mucha suerte.  Un beso
1117948873564200961	361275141	null	2019-04-16 02:32:36	#NotreDame , diré que la he visitado varias veces en mi vida. No es de mis iglesias preferidas pero hace a París más interesante si cabe. Siento que se haya quemado y se que Francia la hará brillar de nuevo. Me preocupa eso si, la oleada de profanaciones que están ocurriendo.
1117948884041510918	1096736360910807042	null	2019-04-16 02:32:39	Notre dame ha sufrido más de 20 guerras.  Nunca pasó nada.  Nunca cayó.  Y me van a contar que ha sido un obrero con un soplete?  Irse a la mierda... Más de 12 iglesias profanadas y con microincendios provocados en Paris en la última semana. Los medios callados... lunes santo...
1117949249763905538	781729170	null	2019-04-16 02:34:06	@MaihenH Esto demuestra que no existe ninguna  coordinación entre el equipo asesor de @guaido y el departamento de estado, es decir jamas existio nigun plan B ej. la intervención militar. ¿ te enteras @hcapriles que tú candidato propuesto Maduro no puede ir a una elecciones libres  ?
1117949414285299712	827117365875900416	[-3.71333, 40.41177]	2019-04-16 02:34:45	#EcoEdelvives en ruta por #madridcentro @Edelvives edelvives_infantil #croquetaedelvives en Colegio Sagrado Corazón https://t.co/Wwn081NCwk
1117949542908006402	184895074	null	2019-04-16 02:35:16	El pelo, el eyeliner, las uñas, la CARA, los OJOS lo quiero todo que envidia 😩😩
1117949560037441536	543053026	null	2019-04-16 02:35:20	@Jjsb441 @guillermo_663 Cojonudo
1117949617662857216	773863152	null	2019-04-16 02:35:34	@Irenerr32 ostia difícil, Cristina no la has escuchado? El disco que salió el viernes es todo de baladas muy del estilo de Cómo Mirarte
1117949721283375104	901937041	null	2019-04-16 02:35:58	Este año no sale el segundo paso de la #SagradaMortaja
1117949901252517888	2208301543	null	2019-04-16 02:36:41	Si no tienes pa comer no se te ocurra cantar y pedir por twitter será la virtud del saber contra la pena.
1117950050582310912	1616501376	null	2019-04-16 02:37:17	@lipstick_______ Entiendo. Yo no.he visto el.programa . Solo.lo.que se iba publicando aquí.en Twitter y algunos resúmenes. ..pero https://t.co/beNNXVA0TR.sensación de que ahí  estaban borrachos casi todos los 3.o.4.días.que ha durado el.concurso.
1117950274411335680	933209368455204864	null	2019-04-16 02:38:10	@BeverlyGili = tu nivel cultural No te veo mucho futuro como guia turistica 😂😂😂😂
1117950295349301249	1616501376	null	2019-04-16 02:38:15	@MarisolCanoCano @inmaCH1 Vaya....pues que os vaya.bien en la asociación.! !!
1117950368657358849	1213200355	null	2019-04-16 02:38:33	Se que me observas.
1117950456855236611	1213200355	null	2019-04-16 02:38:54	¿Por qué me observas?
1117950588002676736	2237051310	null	2019-04-16 02:39:25	@greenmounty ¿Dónde tendré el disfraz de policía? https://t.co/e8VZAVMvrA
1117950589965688832	522523887	null	2019-04-16 02:39:25	Echenique parece hablar como ese cura sudoroso o tartamudo por la lascivia del castigo. Mi columna en El Mundo.  'La minifalda' https://t.co/byWaLyxsX5
1117950835022028802	2218236771	null	2019-04-16 02:40:24	Porque me tengo q poner mala en vacaciones?????
1117950901191311360	2783904565	null	2019-04-16 02:40:40	@carlossisi La humanidad da mucha pena.
1117951061115981824	407786296	null	2019-04-16 02:41:18	El destino no quiso que fuese ahora...
1117951089951879174	187670682	null	2019-04-16 02:41:25	@Marcelo85364954 @rosadiezglez @vox_es Es, directamente, bilis. Absolutamente repugnante lo del señor @Ruben_Amon.
1117951165822423045	3373410161	[-3.71362749, 40.41724105]	2019-04-16 02:41:43	#palaciorealdemadrid #parqueretiro #puertadealcala #puertedelsol #puertadealcala :) en Palacio Real De Madrid, De Caravaggio a Bernini https://t.co/ye9ssTIzl0
1117951311935414272	1046216094	null	2019-04-16 02:42:17	no sabéis que dolor te lo juro
1117951333565333504	412462121	null	2019-04-16 02:42:23	Alguien se viene al sanatorio de los molinos?
1117951369938395137	2208301543	null	2019-04-16 02:42:31	@helensitta no me lo esperaba
1117951381976096769	552258839	null	2019-04-16 02:42:34	No uséis vuestros trastornos como excusa para ser gilipollas!!
1117951449646788608	1325464536	[-3.68333, 40.4]	2019-04-16 02:42:50	Mañana 16 de Abril, a partir de la 1:00 AM hora de Madrid, España, 19:00 hrs en Miami, no se pierdan la entrevista telefónica con @KatherinShy por la 87.9 FM La Nueva en el programa… https://t.co/ehLvAGYuHO
1117951528046866432	2208301543	null	2019-04-16 02:43:09	@Eze_Fernandez11 La pelea entre mogolicos conservadores y progres por la religión :p
1117951746935001088	2783904565	null	2019-04-16 02:44:01	@Bamf_ Lo peor es que existen seres “humanos” que se alegran de ello, no lo entiendo.
1117951768074362881	2208301543	null	2019-04-16 02:44:06	@helensitta Que haya banderas del PSOE y Podemos en la calle, una falta de respeto al intelecto humano.
1117951807836295170	769312953476710400	null	2019-04-16 02:44:16	@_LAprendiz_ Eso creo Luis ❣
1117951964648808454	1213200355	null	2019-04-16 02:44:53	Si haces, lo terminas. No huyas.
1117952014380687361	748909909928996864	null	2019-04-16 02:45:05	vuelve pronto te esperamos, mi soledad y yo💔✨
1117952026560868354	245618995	null	2019-04-16 02:45:08	Saben que es feo? No saber llorar. Es tan mierda porque me guardo mil cosas no se como drenarlas
1117952065916030977	1666119680	null	2019-04-16 02:45:17	Busco novia ya mismo
1117952274251358208	128099767	null	2019-04-16 02:46:07	Me agrada saber que en Te Lo Resumo Así Nomás vieron las mismas falencias que yo vi en el primer capitulo de Game Of Thrones...  https://t.co/zSaPHPMAcy
1117952286544859137	1349457918	null	2019-04-16 02:46:10	@belSantagueda Te estamos esperando en BluesPurple, pa'dentro
1117952575645605893	245618995	null	2019-04-16 02:47:19	Me considero una persona que siempre demuestra mucha felicidad y me lo creo constantemente pero hay días que hago click con la realidad y no entiendo
