tweetId	authorId	coordinates	date	text
1117975604832415744	1362967494	[-3.8740001, 40.3182983]	2019-04-16 04:18:49	!! NADA DE VELLO ESTE VERANO☀️ !!           ¿ A que esperas  ? !! Aprovecha esta promoción ¡¡👌  También zonas sueltas desde 10€  Pide una prueba gratuita   ¡¡ Se te quitará el miedo y las… https://t.co/k4N82anux0
1117975606963183616	347503282	null	2019-04-16 04:18:50	Para ti 💙
1117975699200053248	347503282	null	2019-04-16 04:19:12	T O D O TIENE SENTIDO.
1117975860827443200	1179981192	[-3.7058, 40.4203]	2019-04-16 04:19:50	#HBOEspana estuvo el lunes 15 como Tendencia en España durante 7 horas: https://t.co/7AEgu5qZX4 #trndnl
1117976032764731393	3245093253	null	2019-04-16 04:20:31	"@maxpradera Hola, ""señor"" Destino"
1117976237719326722	412462121	null	2019-04-16 04:21:20	@alvaro12origeng @CarlosR @OGmaycae @ReWeConsen @xPekeLoL A quien a robado? Salu4
1117976432259497985	412462121	null	2019-04-16 04:22:07	Well, acaba de decir uno que Xpeke tiene más acciones en origen que ocelote en G2 xd
1117976872095064065	1179981192	[-3.7058, 40.4203]	2019-04-16 04:23:51	'Almudena' acaba de convertirse en TT ocupando la 10ª posición en España. Más en https://t.co/K5DFqqcseW #trndnl https://t.co/kqziVfXlif
1117977642509139970	59436470	null	2019-04-16 04:26:55	La destrucción del patrimonio cultural de la humanidad, por terrorismo, por dejadez o por accidentes... Mala época. https://t.co/Xgq6OESJV6
1117971050678165505	325518517	null	2019-04-16 04:00:44	Buenos dias in the morning
1117971338701037570	2724483791	null	2019-04-16 04:01:52	pero al final uno se acostumbra a perder
1117971408502571010	3064885185	null	2019-04-16 04:02:09	@Santi_ABASCAL Que asco das con tu puto odio hacia los que consideras que no son como tu.
1117971666397749249	3336472239	null	2019-04-16 04:03:10	alguien xfavor q me diga como quitar los dolores de regla xq no puedo más, sé me saltan las lagrimas del dolor.😭😭😭
1117976872095064065	1179981192	[-3.7058, 40.4203]	2019-04-16 04:23:51	'Almudena' acaba de convertirse en TT ocupando la 10ª posición en España. Más en https://t.co/K5DFqqcseW #trndnl https://t.co/kqziVfXlif
1117977642509139970	59436470	null	2019-04-16 04:26:55	La destrucción del patrimonio cultural de la humanidad, por terrorismo, por dejadez o por accidentes... Mala época. https://t.co/Xgq6OESJV6
1117972808833933313	240937107	null	2019-04-16 04:07:43	Solo USA les enfrenta
1117972881634406401	4410762077	null	2019-04-16 04:08:00	@maxpradera Y tú, no veas, Max de la Pradera.
1117973099385954304	1013791119149236224	null	2019-04-16 04:08:52	Alguien para rellenar el formulario e intentar meterse conmigo de duo en las customs d3 de @TeamQuesoGG @LRojo__  ?
1117973160845033472	2265030363	null	2019-04-16 04:09:07	Dario, te necesitamos  @SRCalico
1117973617466384384	4410762077	null	2019-04-16 04:10:56	@ElDiestro_ @Republicano1965 Este tío es tonto. No hay más.
1117973703835508737	59436470	null	2019-04-16 04:11:16	@JOSEMANUELSOTO1 Ya hay que ser mamarracho para decir estas imbecilidades.
1117974111727300610	59436470	null	2019-04-16 04:12:53	@logicasimulada Quieres decir que el estado francés no tiene dinero para mantenimiento?
1117974281932214272	1362967494	[-3.8740001, 40.3182983]	2019-04-16 04:13:34	!! NADA DE VELLO ESTE VERANO☀️ !!           ¿ A que esperas  ? !! Aprovecha esta promoción ¡¡👌  También zonas sueltas desde 10€  Pide una prueba gratuita   ¡¡ Se te quitará el miedo y las… https://t.co/zcZbZpbDdI
1117974401016897536	59436470	null	2019-04-16 04:14:02	@Limon27553886 @_ju1_ Y que tiene que ver eso con lo que yo he dicho? Es que el estado francés no tiene dinero para mantenimiento?
1117974525185073154	412462121	null	2019-04-16 04:14:32	Duda sería @CarlosR   En la final no estaban al 100% no?
1117975291479990272	1362967494	[-3.8740001, 40.3182983]	2019-04-16 04:17:35	!! NADA DE VELLO ESTE VERANO☀️ !!           ¿ A que esperas  ? !! Aprovecha esta promoción ¡¡👌  También zonas sueltas desde 10€  Pide una prueba gratuita   ¡¡ Se te quitará el miedo y las… https://t.co/RJu0hYZZmD
1117975604832415744	1362967494	[-3.8740001, 40.3182983]	2019-04-16 04:18:49	!! NADA DE VELLO ESTE VERANO☀️ !!           ¿ A que esperas  ? !! Aprovecha esta promoción ¡¡👌  También zonas sueltas desde 10€  Pide una prueba gratuita   ¡¡ Se te quitará el miedo y las… https://t.co/k4N82anux0
1117975606963183616	347503282	null	2019-04-16 04:18:50	Para ti 💙
1117975699200053248	347503282	null	2019-04-16 04:19:12	T O D O TIENE SENTIDO.
1117975860827443200	1179981192	[-3.7058, 40.4203]	2019-04-16 04:19:50	#HBOEspana estuvo el lunes 15 como Tendencia en España durante 7 horas: https://t.co/7AEgu5qZX4 #trndnl
1117976032764731393	3245093253	null	2019-04-16 04:20:31	"@maxpradera Hola, ""señor"" Destino"
1117976237719326722	412462121	null	2019-04-16 04:21:20	@alvaro12origeng @CarlosR @OGmaycae @ReWeConsen @xPekeLoL A quien a robado? Salu4
1117976432259497985	412462121	null	2019-04-16 04:22:07	Well, acaba de decir uno que Xpeke tiene más acciones en origen que ocelote en G2 xd
