tweetId	authorId	coordinates	date	text	lemmatizedText
1117714187780804608	347503282	null	2019-04-15 11:00:03	No creo jaja	no creer jaja
1117714200959299585	1076194523905167362	null	2019-04-15 11:00:06	@Sandrarjn A buscar otras plataformas	@sandrarjn buscar otro plataforma
1117714203157172230	175869894	null	2019-04-15 11:00:06	@cunadanos27 @eldiarioes @iescolar He dicho medios q apoyen a un posición ideológica. Me da igual el signo q sea. Aunq por las fotos me doy cuenta de la posición ideológica q a ti te parece q son los q manipulan. Creo q faltan unas cuantas fotos en tu collage. Añade el resto y empezaremos a acabar con la anomalía	@cunadanos27 @eldiarioes @iescolar haber decir medio apoyar uno posición ideológico yo dar igual el signo ser aunq por el foto yo dar cuenta de el posición ideológico ti tú parecer ser el manipular creer faltar uno cuantas foto en tu collage añadir el resto empezar acabar con el anomalía
1117714229929361409	3510566416	null	2019-04-15 11:00:13	@Lineamadrid Hola Lola prueba refinitiva 😁	@lineamadrid hola lolo prueba refinitivo
1117714235721703424	272581122	null	2019-04-15 11:00:14	@cazurro El gurú.	@cazurro el gurú
1117714248220672003	1337715793	[-3.7062, 40.41562]	2019-04-15 11:00:17	𝙃𝙪𝙚𝙫𝙤𝙨 𝙧𝙚𝙫𝙪𝙚𝙡𝙩𝙤𝙨 . Nuevos desayunos, disponibles todos los días hasta las 13:30 h. ⏰ ¡Ven a probarlos! 😛 . . . #mimiscreperia #mimislovers #mimiscrêperie #mimistemima… https://t.co/8yU3g4rKop	#mimiscreperia #mimislovers #mimiscrêperie #mimistemima 𝙃𝙪𝙚𝙫𝙤𝙨 𝙧𝙚𝙫𝙪𝙚𝙡𝙩𝙤𝙨 nuevo desayuno disponible todo el día hasta el 13:30 ver p
1117714291598221312	996458620568129536	null	2019-04-15 11:00:27	⚠️ Puestos informativos, pegadas, actos y encuentros llenan esta semana de campaña electoral. ¿Pero la lucha queda aquí?  ❌ Por supuesto que no y quien lo venda así es un oportunista o peor, un traidor.  🚩 Debemos luchar cada día, en cada calle, en cada puesto de trabajo. (1) https://t.co/dC7dSqrlkw	⚠️ puesto informativo pegado acto encuentro llenar este semana de campaña electoral pero el lucha quedar aquí por supuesto que no quien él vender así ser uno oportunista peor uno traidor deber luchar cada día en cada calle en cada puesto de trabajo
1117714301350031360	996458620568129536	null	2019-04-15 11:00:30	💥 Estos son los actos de los próximos días, difunde, asiste y al acabar la campaña, sigue trabajando #PorUnPaísParaLaClaseObrera junto al Partido Comunista. #PCTE  ➡️ Formulario para participar en la campaña y contacto.📲 https://t.co/m5vZexOV40 (2) https://t.co/Oh7nFslYgn	#porunpaísparalaclaseobrera #pcte este ser el acto de el próximo día difundir asistir al acabar el campaña seguir trabajar junto al partido comunista ➡️ formulario para participar en el campaña contacto
1117714359134957568	265943397	null	2019-04-15 11:00:44	@JovenAntuan @COPE @HerreraenCOPE @Ecommerce_es No me funciona el link 🤕	@jovenantuan @cope @herreraencope @ecommerce_es no yo funcionar el link
1117714394648125441	602905731	null	2019-04-15 11:00:52	@teresaaltarejos @fbenavid @sanchezcastejon Por desgracia, much@s conocemos ya demasiado bien a esa militancia: Militancia perdonalotodo en lo referente a su partido: la contínua traición de los líderes del Psoe (de TODOS ellos) a los principios de la izquierda; su falsedad (prometiendo una cosa y haciendo la contraria)	@teresaaltarejos @fbenavid @sanchezcastejon much@s por desgracia conocer ya demasiado bien ese militancia militancia perdonalotodo en el referente su partido el contínuo traición de el líder del psoe de todo él el principio de el izquierda su falsedad prometer uno cosa hacer el contrario
